ax,ay,az
1.62,1.50,-2.00
2.00,1.76,-2.00
2.00,1.80,-1.54
0.91,2.00,1.73
-0.50,2.00,2.00
-1.32,1.35,2.00
-2.00,0.21,2.00
-2.00,-0.23,1.66
-2.00,0.03,1.00
-1.30,0.25,-0.30
0.27,0.05,-2.00
1.58,0.73,-2.00
1.80,1.58,-2.00
2.00,1.83,-2.00
2.00,1.81,-1.43
1.12,2.00,1.52
-0.38,2.00,2.00
-1.02,1.54,2.00
-1.76,0.70,2.00
-2.00,-0.12,2.00
-2.00,-0.15,1.49
-1.87,0.10,0.79
-1.05,0.23,-0.68
0.48,0.09,-2.00
1.58,0.82,-2.00
1.81,1.65,-2.00
2.00,1.85,-2.00
2.00,1.81,-1.26
0.92,2.00,1.68
-0.46,2.00,2.00
-1.14,1.49,2.00
-1.88,0.47,2.00
-2.00,-0.22,1.84
-2.00,-0.10,1.41
-1.80,0.14,0.60
-0.73,0.20,-1.24
0.85,0.28,-2.00
1.54,1.05,-2.00
1.92,1.67,-2.00
2.00,1.89,-2.00
2.00,1.87,-1.01
0.87,2.00,1.74
-0.48,2.00,2.00
-1.11,1.48,2.00
-1.82,0.61,2.00
-2.00,-0.15,1.90
-2.00,-0.15,1.45
-1.83,0.10,0.73
-0.91,0.21,-0.92
0.63,0.19,-2.00
1.54,0.95,-2.00
1.84,1.61,-2.00
2.00,1.84,-2.00
2.00,1.86,-0.94
0.68,2.00,1.91
-0.51,2.00,2.00
-1.31,1.36,2.00
-2.00,0.27,2.00
-2.00,-0.21,1.70
-1.99,-0.01,1.15
-1.50,0.18,0.11
-0.07,0.01,-2.00
1.48,0.61,-2.00
1.75,1.54,-2.00
2.00,1.82,-2.00
2.00,1.80,-1.39
0.88,2.00,1.73
-0.51,2.00,2.00
-1.34,1.32,2.00
-2.00,0.26,2.00
-2.00,-0.23,1.63
-1.95,0.02,1.01
-1.28,0.22,-0.40
0.43,0.05,-2.00
1.54,0.90,-2.00
1.97,1.61,-2.00
2.00,1.83,-2.00
1.99,2.00,0.04
-0.05,2.00,2.00
-0.84,1.70,2.00
-1.77,0.83,2.00
-2.00,-0.12,1.97
-2.00,-0.07,1.45
-1.75,0.17,0.45
-0.31,0.08,-1.83
1.43,0.57,-2.00
1.66,1.48,-2.00
2.00,1.76,-2.00
2.00,1.80,-1.67
1.04,2.00,1.57
-0.43,2.00,2.00
-1.20,1.39,2.00
-2.00,0.33,2.00
-2.00,-0.20,1.71
-2.00,0.02,1.18
-1.48,0.20,0.02
0.03,0.03,-2.00
2.00,1.83,-2.00
2.00,1.93,-0.27
0.17,2.00,2.00
-0.67,1.86,2.00
-1.57,1.11,2.00
-2.00,-0.02,2.00
-2.00,-0.20,1.61
-1.94,0.09,0.89
-1.12,0.25,-0.58
0.46,0.07,-2.00
1.60,0.79,-2.00
1.85,1.61,-2.00
2.00,1.86,-2.00
2.00,1.85,-1.14
0.87,2.00,1.73
-0.46,2.00,2.00
-1.14,1.44,2.00
-1.88,0.45,2.00
-2.00,-0.22,1.88
-2.00,-0.14,1.40
-1.85,0.11,0.66
-0.86,0.18,-1.06
0.74,0.25,-2.00
1.60,0.98,-2.00
1.89,1.64,-2.00
2.00,1.92,-2.00
2.00,1.85,-1.18
0.96,2.00,1.66
-0.43,2.00,2.00
-1.05,1.50,2.00
-1.83,0.62,2.00
-2.00,-0.14,1.95
-2.00,-0.14,1.49
-1.84,0.08,0.74
-0.89,0.21,-0.94
0.72,0.23,-2.00
1.59,1.00,-2.00
1.91,1.63,-2.00
2.00,1.89,-2.00
2.00,1.86,-0.87
0.68,2.00,1.85
-0.51,2.00,2.00
-1.25,1.37,2.00
-1.96,0.34,2.00
-2.00,-0.23,1.75
-2.00,-0.06,1.28
-1.68,0.19,0.42
-0.41,0.10,-1.69
1.27,0.46,-2.00
1.60,1.35,-2.00
2.00,1.67,-2.00
2.00,1.84,-2.00
1.99,2.00,0.08
0.14,2.00,2.00
-0.65,1.85,2.00
-1.45,1.20,2.00
-2.00,0.11,2.00
-2.00,-0.27,1.66
-2.00,0.04,1.14
-1.49,0.18,0.07
-0.11,0.06,-2.00
1.41,0.58,-2.00
1.57,1.46,-2.00
2.00,1.72,-2.00
2.00,1.87,-2.00
1.91,2.00,0.25
0.13,2.00,2.00
-0.66,1.90,2.00
-1.42,1.21,2.00
-2.00,0.18,2.00
-2.00,-0.23,1.71
-2.00,-0.02,1.27
-1.69,0.18,0.44
-0.58,0.19,-1.41
0.97,0.33,-2.00
1.57,1.13,-2.00
1.96,1.66,-2.00
2.00,1.86,-2.00
2.00,1.87,-0.78
0.70,2.00,1.91
-0.51,2.00,2.00
-1.17,1.43,2.00
-1.90,0.48,2.00
-2.00,-0.19,1.88
-2.00,-0.16,1.44
-1.86,0.09,0.71
-0.97,0.24,-0.81
0.54,0.14,-2.00
1.64,0.79,-2.00
1.77,1.60,-2.00
2.00,1.80,-2.00
2.00,1.81,-1.94
1.64,2.00,0.81
-0.09,2.00,2.00
-0.70,1.81,2.00
-1.43,1.20,2.00
-2.00,0.16,2.00
-2.00,-0.26,1.71
-2.00,-0.09,1.41
-1.85,0.10,0.67
-1.00,0.23,-0.78
0.34,0.12,-2.00
1.56,0.65,-2.00
1.57,1.54,-2.00
2.00,1.76,-2.00
2.00,1.89,-2.00
2.00,1.84,-0.79
0.95,2.00,1.67
-0.39,2.00,2.00
-0.90,1.61,2.00
-1.55,1.02,2.00
-2.00,0.08,2.00
-2.00,-0.26,1.66
-2.00,-0.04,1.30
-1.77,0.17,0.59
-0.90,0.24,-0.87
0.41,0.07,-2.00
1.54,0.66,-2.00
1.60,1.57,-2.00
2.00,1.76,-2.00
2.00,1.89,-2.00
2.00,1.91,-0.55
0.78,2.00,1.80
-0.45,2.00,2.00
-0.98,1.57,2.00
-1.69,0.87,2.00
-2.00,-0.04,2.00
-2.00,-0.27,1.55
-2.00,-0.00,1.12
-1.55,0.18,0.16
-0.33,0.06,-1.83
2.00,1.85,-2.00
2.00,1.79,-1.68
1.39,2.00,1.18
-0.32,2.00,2.00
-0.92,1.63,2.00
-1.71,0.90,2.00
-2.00,-0.07,2.00
-2.00,-0.16,1.51
-1.89,0.09,0.82
-0.98,0.18,-0.83
0.67,0.19,-2.00
1.54,1.02,-2.00
2.00,1.64,-2.00
2.00,1.84,-2.00
1.85,2.00,0.34
-0.14,2.00,2.00
-0.94,1.59,2.00
-1.84,0.68,2.00
-2.00,-0.17,1.85
-2.00,0.04,1.30
-1.51,0.17,0.01
0.20,0.03,-2.00
1.60,0.82,-2.00
2.00,1.54,-2.00
2.00,1.81,-2.00
1.73,2.00,0.70
-0.32,2.00,2.00
-1.12,1.52,2.00
-2.00,0.35,2.00
-2.00,-0.21,1.68
-1.99,0.07,0.94
-0.88,0.16,-1.04
1.16,0.37,-2.00
1.66,1.40,-2.00
2.00,1.75,-2.00
2.00,1.84,-1.04
0.34,2.00,2.00
-0.73,1.81,2.00
-1.79,0.90,2.00
-2.00,-0.06,2.00
-2.00,0.00,1.27
-1.45,0.22,-0.09
0.46,0.06,-2.00
1.58,1.05,-2.00
2.00,1.63,-2.00
2.00,1.82,-2.00
1.03,2.00,1.57
-0.49,2.00,2.00
-1.52,1.25,2.00
-2.00,0.02,2.00
-2.00,-0.11,1.50
-1.76,0.18,0.49
-0.15,0.01,-2.00
1.55,0.65,-2.00
1.90,1.51,-2.00
2.00,1.82,-2.00
1.96,2.00,0.12
-0.09,2.00,2.00
-1.00,1.61,2.00
-1.88,0.61,2.00
-2.00,-0.17,1.82
-2.00,0.02,1.18
-1.31,0.25,-0.26
0.55,0.12,-2.00
1.59,1.08,-2.00
2.00,1.59,-2.00
2.00,1.78,-2.00
1.24,2.00,1.40
-0.42,2.00,2.00
-1.38,1.35,2.00
-2.00,0.12,2.00
-2.00,-0.13,1.63
-1.84,0.11,0.69
-0.42,0.09,-1.69
1.46,0.55,-2.00
1.85,1.47,-2.00
2.00,1.82,-2.00
1.92,2.00,0.23
-0.23,2.00,2.00
-1.17,1.49,2.00
-2.00,0.32,2.00
-2.00,-0.18,1.68
-1.86,0.10,0.78
-0.56,0.11,-1.57
1.43,0.57,-2.00
1.89,1.47,-2.00
2.00,1.79,-2.00
1.83,2.00,0.48
-0.30,2.00,2.00
-1.22,1.43,2.00
-2.00,0.22,2.00
-2.00,-0.16,1.60
-1.84,0.15,0.69
-0.28,0.04,-1.93
1.53,0.68,-2.00
1.94,1.49,-2.00
2.00,1.78,-2.00
1.41,2.00,1.21
-0.41,2.00,2.00
-1.54,1.23,2.00
-2.00,0.02,2.00
-2.00,-0.01,1.38
-1.45,0.21,-0.01
0.55,0.13,-2.00
1.59,1.21,-2.00
2.00,1.69,-2.00
2.00,1.90,-0.77
0.01,2.00,2.00
-1.07,1.60,2.00
-2.00,0.31,2.00
-2.00,-0.16,1.63
-1.80,0.17,0.63
0.01,0.05,-2.00
1.54,0.91,-2.00
2.00,1.60,-2.00
2.00,1.82,-1.42
0.24,2.00,2.00
-0.93,1.63,2.00
-2.00,0.38,2.00
-2.00,-0.17,1.62
-1.80,0.18,0.60
0.04,0.00,-2.00
1.58,0.99,-2.00
2.00,1.61,-2.00
2.00,1.86,-0.97
-0.00,2.00,2.00
-1.13,1.57,2.00
-2.00,0.27,2.00
-2.00,-0.10,1.57
-1.62,0.20,0.31
0.47,0.07,-2.00
2.00,1.83,-1.71
0.34,2.00,2.00
-0.85,1.68,2.00
-1.97,0.52,2.00
-2.00,-0.18,1.67
-1.83,0.11,0.67
-0.12,0.02,-2.00
1.59,0.87,-2.00
2.00,1.58,-2.00
2.00,1.81,-1.42
0.23,2.00,2.00
-0.93,1.62,2.00
-2.00,0.45,2.00
-2.00,-0.17,1.67
-1.83,0.14,0.65
-0.05,-0.01,-2.00
1.55,0.91,-2.00
2.00,1.62,-2.00
2.00,1.80,-1.59
0.44,2.00,2.00
-0.77,1.75,2.00
-1.90,0.72,2.00
-2.00,-0.13,1.76
-2.00,0.11,0.99
-0.77,0.17,-1.21
1.34,0.47,-2.00
1.80,1.45,-2.00
2.00,1.78,-2.00
1.82,2.00,0.48
-0.29,2.00,2.00
-1.25,1.42,2.00
-2.00,0.19,2.00
-2.00,-0.10,1.63
-1.80,0.16,0.66
-0.28,0.05,-1.94
1.47,0.58,-2.00
1.92,1.51,-2.00
2.00,1.83,-2.00
1.51,2.00,1.11
-0.40,2.00,2.00
-1.53,1.24,2.00
-2.00,0.05,2.00
-2.00,-0.01,1.48
-1.54,0.22,0.22
0.23,0.05,-2.00
1.51,1.02,-2.00
2.00,1.65,-2.00
2.00,1.85,-1.52
0.47,2.00,1.99
-0.78,1.73,2.00
-1.91,0.67,2.00
-2.00,-0.16,1.77
-1.98,0.12,1.06
-0.81,0.19,-1.07
1.26,0.40,-2.00
1.79,1.42,-2.00
2.00,1.80,-2.00
1.91,2.00,0.30
-0.26,2.00,2.00
-1.26,1.40,2.00
-2.00,0.19,2.00
-2.00,-0.12,1.62
-1.81,0.17,0.72
-0.31,0.06,-1.85
1.48,0.62,-2.00
1.89,1.49,-2.00
2.00,1.81,-2.00
1.70,2.00,0.80
-0.39,2.00,2.00
-1.28,1.37,2.00
-2.00,0.18,2.00
-2.00,-0.12,1.63
-1.81,0.15,0.71
-0.40,0.06,-1.77
1.44,0.57,-2.00
1.90,1.48,-2.00
2.00,1.81,-2.00
1.76,2.00,0.60
-0.35,2.00,2.00
-1.27,1.39,2.00
-2.00,0.20,2.00
-2.00,-0.11,1.62
-1.80,0.19,0.71
-0.38,0.05,-1.81
1.44,0.56,-2.00
1.85,1.49,-2.00
2.00,1.83,-2.00
1.66,2.00,0.90
-0.40,2.00,2.00
-1.45,1.26,2.00
-2.00,0.06,2.00
-2.00,-0.08,1.53
-1.71,0.21,0.46
-0.06,0.00,-2.00
1.54,0.75,-2.00
2.00,1.57,-2.00
2.00,1.81,-2.00
1.08,2.00,1.54
-0.50,2.00,2.00
-1.61,1.09,2.00
-2.00,-0.03,2.00
-2.00,0.03,1.35
-1.41,0.26,-0.04
0.53,0.12,-2.00
1.57,1.16,-2.00
2.00,1.68,-2.00
2.00,1.88,-1.09
0.21,2.00,2.00
-0.93,1.63,2.00
-1.99,0.52,2.00
-2.00,-0.20,1.69
-1.92,0.12,0.91
-0.55,0.11,-1.57
1.44,0.59,-2.00
1.98,1.52,-2.00
2.00,1.77,-2.00
1.29,2.00,1.34
-0.46,2.00,2.00
-1.61,1.10,2.00
-2.00,-0.04,2.00
-2.00,0.06,1.31
-1.27,0.28,-0.33
0.79,0.23,-2.00
1.64,1.35,-2.00
2.00,1.73,-2.00
2.00,2.00,-0.25
-0.14,2.00,2.00
-1.19,1.48,2.00
-2.00,0.23,2.00
-2.00,-0.10,1.63
1.43,0.55,-2.00
1.97,1.51,-2.00
2.00,1.80,-2.00
1.29,2.00,1.35
-0.45,2.00,2.00
-1.58,1.15,2.00
-2.00,-0.03,2.00
-2.00,0.04,1.33
-1.35,0.25,-0.29
0.76,0.22,-2.00
1.65,1.28,-2.00
2.00,1.73,-2.00
2.00,1.95,-0.50
-0.07,2.00,2.00
-1.09,1.57,2.00
-2.00,0.37,2.00
-2.00,-0.22,1.65
-1.92,0.13,0.88
-0.61,0.13,-1.48
1.39,0.52,-2.00
1.85,1.47,-2.00
2.00,1.76,-2.00
1.81,2.00,0.45
-0.26,2.00,2.00
-1.23,1.41,2.00
-2.00,0.20,2.00
-2.00,-0.17,1.65
-1.85,0.15,0.77
-0.52,0.11,-1.60
1.39,0.50,-2.00
1.83,1.49,-2.00
2.00,1.83,-2.00
1.93,2.00,0.24
-0.18,2.00,2.00
-1.16,1.50,2.00
-2.00,0.29,2.00
-2.00,-0.17,1.66
-1.90,0.12,0.84
-0.64,0.14,-1.42
1.38,0.50,-2.00
1.85,1.48,-2.00
2.00,1.80,-2.00
1.85,2.00,0.36
-0.27,2.00,2.00
-1.22,1.43,2.00
-2.00,0.17,2.00
-2.00,-0.11,1.64
-1.81,0.13,0.67
-0.25,-0.01,-2.00
1.56,0.65,-2.00
2.00,1.54,-2.00
2.00,1.81,-2.00
1.25,2.00,1.42
-0.49,2.00,2.00
-1.56,1.23,2.00
-2.00,0.01,2.00
-2.00,-0.05,1.44
-1.56,0.21,0.18
0.26,0.06,-2.00
1.54,0.97,-2.00
2.00,1.61,-2.00
2.00,1.81,-1.99
0.88,2.00,1.71
-0.52,2.00,2.00
-1.53,1.14,2.00
-2.00,-0.04,2.00
-2.00,-0.08,1.49
-1.74,0.20,0.43
-0.12,-0.01,-2.00
1.56,0.66,-2.00
1.91,1.53,-2.00
2.00,1.83,-2.00
2.00,2.00,0.01
-0.05,2.00,2.00
-0.96,1.61,2.00
-1.84,0.68,2.00
-2.00,-0.19,1.87
-2.00,0.05,1.35
-1.52,0.23,0.16
0.08,0.01,-2.00
1.58,0.66,-2.00
1.88,1.53,-2.00
2.00,1.84,-2.00
2.00,2.00,-0.01
-0.01,2.00,2.00
-0.90,1.62,2.00
-1.79,0.79,2.00
-2.00,-0.15,1.91
-2.00,0.00,1.40
-1.61,0.20,0.31
-0.13,-0.02,-2.00
1.52,0.61,-2.00
1.86,1.55,-2.00
2.00,1.85,-2.00
2.00,1.95,-0.37
0.12,2.00,2.00
-0.80,1.74,2.00
-1.75,0.90,2.00
-2.00,-0.13,1.96
-2.00,-0.03,1.43
-1.71,0.15,0.45
-0.22,0.02,-2.00
1.51,0.57,-2.00
1.81,1.53,-2.00
2.00,1.86,-2.00
2.00,1.88,-0.85
0.46,2.00,2.00
-0.63,1.88,2.00
-1.51,1.14,2.00
-2.00,0.02,2.00
-2.00,-0.18,1.55
-1.89,0.11,0.86
-0.93,0.19,-0.90
0.84,0.26,-2.00
1.60,1.17,-2.00
2.00,1.68,-2.00
2.00,1.88,-2.00
1.78,2.00,0.62
-0.19,2.00,2.00
-0.96,1.58,2.00
-1.76,0.78,2.00
-2.00,-0.07,1.96
-2.00,-0.06,1.53
-1.84,0.15,0.70
-0.74,0.15,-1.23
1.01,0.29,-2.00
1.58,1.23,-2.00
2.00,1.71,-2.00
2.00,1.90,-2.00
1.82,2.00,0.54
-1.94,0.44,2.00
-2.00,-0.16,1.79
-2.00,0.04,1.30
-1.55,0.20,0.22
-0.07,-0.01,-2.00
1.48,0.59,-2.00
1.76,1.55,-2.00
2.00,1.85,-2.00
2.00,1.89,-0.76
0.36,2.00,2.00
-0.67,1.80,2.00
-1.61,1.05,2.00
-2.00,-0.03,2.00
-2.00,-0.11,1.55
-1.82,0.11,0.70
-0.72,0.19,-1.25
1.12,0.33,-2.00
1.57,1.32,-2.00
2.00,1.72,-2.00
2.00,1.86,-2.00
1.49,2.00,1.08
-0.34,2.00,2.00
-1.08,1.52,2.00
-1.86,0.58,2.00
-2.00,-0.16,1.85
-2.00,-0.01,1.35
-1.68,0.20,0.37
-0.26,0.01,-1.96
1.43,0.53,-2.00
1.72,1.53,-2.00
2.00,1.81,-2.00
2.00,1.80,-1.56
1.02,2.00,1.62
-0.45,2.00,2.00
-1.22,1.40,2.00
-1.97,0.35,2.00
-2.00,-0.18,1.75
-2.00,0.06,1.22
-1.56,0.20,0.12
-0.03,-0.02,-2.00
1.53,0.62,-2.00
1.81,1.56,-2.00
2.00,1.88,-2.00
2.00,1.97,-0.51
0.15,2.00,2.00
-0.76,1.72,2.00
-1.77,0.88,2.00
-2.00,-0.10,1.95
-2.00,-0.00,1.35
-1.59,0.19,0.18
0.06,-0.01,-2.00
1.55,0.82,-2.00
2.00,1.56,-2.00
2.00,1.86,-2.00
1.60,2.00,0.99
-0.37,2.00,2.00
-1.31,1.39,2.00
-2.00,0.13,2.00
-2.00,-0.13,1.59
-1.84,0.17,0.69
-0.27,0.03,-2.00
1.52,0.64,-2.00
2.00,1.51,-2.00
2.00,1.80,-2.00
1.20,2.00,1.44
-0.45,2.00,2.00
-1.62,1.10,2.00
-2.00,-0.03,2.00
-2.00,0.04,1.31
-1.23,0.22,-0.52
1.05,0.30,-2.00
1.74,1.40,-2.00
2.00,1.74,-2.00
1.77,2.00,0.58
-0.31,2.00,2.00
-1.43,1.35,2.00
-2.00,0.07,2.00
-2.00,-0.07,1.52
-1.56,0.22,0.11
0.47,0.09,-2.00
1.57,1.15,-2.00
2.00,1.65,-2.00
2.00,1.84,-1.29
0.34,2.00,2.00
-0.80,1.74,2.00
-1.88,0.79,2.00
-2.00,-0.14,1.81
-2.00,0.05,1.15
-1.22,0.20,-0.54
0.78,0.20,-2.00
1.60,1.31,-2.00
2.00,1.75,-2.00
2.00,1.87,-1.16
0.28,2.00,2.00
-0.77,1.72,2.00
-1.86,0.79,2.00
-2.00,-0.15,1.79
-2.00,0.06,1.14
-1.02,0.21,-0.80
1.09,0.30,-2.00
1.68,1.44,-2.00
2.00,1.76,-2.00
2.00,1.95,-0.33
-0.07,2.00,2.00
-1.04,1.57,2.00
-2.00,0.46,2.00
-2.00,-0.16,1.71
-1.93,0.11,0.89
-0.68,0.15,-1.40
1.36,0.50,-2.00
1.83,1.47,-2.00
2.00,1.77,-2.00
1.69,2.00,0.79
-0.36,2.00,2.00
-1.45,1.28,2.00
-2.00,0.07,2.00
-2.00,-0.04,1.52
-1.58,0.23,0.25
0.32,0.04,-2.00
1.54,1.01,-2.00
2.00,1.66,-2.00
2.00,1.84,-1.31
0.30,2.00,2.00
-0.84,1.68,2.00
-1.96,0.57,2.00
-2.00,-0.16,1.73
-1.89,0.14,0.90
-0.47,0.08,-1.69
1.51,0.59,-2.00
2.00,1.48,-2.00
2.00,1.76,-2.00
-1.51,1.23,2.00
-2.00,0.01,2.00
-2.00,0.05,1.39
-1.37,0.28,-0.24
0.82,0.19,-2.00
1.62,1.31,-2.00
2.00,1.73,-2.00
2.00,1.99,-0.26
-0.12,2.00,2.00
-1.14,1.52,2.00
-2.00,0.28,2.00
-2.00,-0.13,1.65
-1.85,0.17,0.67
-0.22,0.05,-2.00
1.56,0.68,-2.00
2.00,1.51,-2.00
2.00,1.80,-2.00
1.35,2.00,1.27
-0.41,2.00,2.00
-1.47,1.32,2.00
-2.00,0.02,2.00
-2.00,-0.14,1.56
-1.82,0.19,0.64
-0.32,0.08,-1.79
1.45,0.58,-2.00
1.81,1.48,-2.00
2.00,1.75,-2.00
2.00,2.00,-0.24
0.02,2.00,2.00
-0.92,1.65,2.00
-1.90,0.64,2.00
-2.00,-0.22,1.81
-2.00,0.05,1.24
-1.41,0.28,-0.07
0.39,0.08,-2.00
1.53,0.89,-2.00
2.00,1.54,-2.00
2.00,1.80,-2.00
1.61,2.00,0.95
-0.30,2.00,2.00
-1.21,1.47,2.00
-2.00,0.32,2.00
-2.00,-0.24,1.69
-1.97,0.09,1.02
-1.07,0.31,-0.61
0.72,0.20,-2.00
1.56,1.09,-2.00
2.00,1.63,-2.00
2.00,1.81,-2.00
1.64,2.00,0.87
-0.25,2.00,2.00
-1.04,1.53,2.00
-1.93,0.49,2.00
-2.00,-0.16,1.86
-2.00,0.01,1.26
-1.51,0.28,0.13
0.06,0.06,-2.00
1.51,0.62,-2.00
1.74,1.53,-2.00
2.00,1.81,-2.00
2.00,1.90,-1.11
0.76,2.00,1.88
-0.52,2.00,2.00
-1.40,1.29,2.00
-2.00,0.20,2.00
-2.00,-0.25,1.67
-2.00,0.08,1.15
-1.46,0.27,-0.04
0.11,0.03,-2.00
1.52,0.62,-2.00
1.80,1.56,-2.00
2.00,1.81,-2.00
2.00,1.84,-1.16
0.79,2.00,1.83
-0.52,2.00,2.00
-1.39,1.29,2.00
-2.00,0.17,2.00
-2.00,-0.22,1.67
-2.00,0.08,1.12
-1.38,0.28,-0.21
0.28,0.06,-2.00
1.55,0.75,-2.00
1.88,1.55,-2.00
2.00,1.84,-2.00
2.00,1.98,-0.35
0.14,2.00,2.00
-0.72,1.74,2.00
-1.73,0.91,2.00
-2.00,-0.05,2.00
-2.00,-0.04,1.51
-1.76,0.21,0.55
-0.28,0.07,-1.89
1.41,0.49,-2.00
1.75,1.50,-2.00
2.00,1.79,-2.00
2.00,1.88,-0.79
0.27,2.00,2.00
-0.68,1.80,2.00
-1.71,0.98,2.00
-2.00,-0.01,2.00
-2.00,-0.07,1.45
-1.76,0.21,0.49
-0.25,0.02,-1.93
1.46,0.55,-2.00
1.82,1.55,-2.00
2.00,1.82,-2.00
2.00,1.91,-0.79
0.39,2.00,2.00
-0.64,1.87,2.00
-1.59,1.13,2.00
-2.00,-0.02,2.00
-2.00,-0.17,1.54
-1.87,0.14,0.77
-0.68,0.17,-1.31
1.21,0.35,-2.00
1.57,1.39,-2.00
2.00,1.76,-2.00
2.00,1.84,-1.44
0.77,2.00,1.87
-0.55,1.96,2.00
-1.58,1.15,2.00
-2.00,0.02,2.00
-2.00,-0.14,1.52
-1.78,0.16,0.55
-0.27,0.05,-1.95
1.47,0.57,-2.00
1.82,1.54,-2.00
2.00,1.80,-2.00
1.98,2.00,0.14
-0.14,2.00,2.00
-1.11,1.52,2.00
-2.00,0.08,0.98
-0.89,0.24,-0.98
1.21,0.36,-2.00
1.62,1.43,-2.00
2.00,1.75,-2.00
2.00,1.91,-0.66
0.09,2.00,2.00
-0.86,1.65,2.00
-1.92,0.67,2.00
-2.00,-0.14,1.82
-1.98,0.06,1.15
-1.14,0.28,-0.52
0.79,0.21,-2.00
1.53,1.23,-2.00
2.00,1.71,-2.00
2.00,1.80,-1.58
0.73,2.00,1.87
-0.60,1.93,2.00
-1.66,1.09,2.00
-2.00,0.01,2.00
-2.00,-0.12,1.47
-1.75,0.22,0.58
-0.28,0.08,-1.86
1.41,0.52,-2.00
1.71,1.48,-2.00
2.00,1.79,-2.00
2.00,1.85,-0.96
0.52,2.00,2.00
-0.61,1.96,2.00
-1.54,1.16,2.00
-2.00,-0.03,2.00
-2.00,-0.21,1.61
-1.87,0.14,0.84
-0.83,0.23,-1.06
1.01,0.29,-2.00
1.55,1.23,-2.00
2.00,1.65,-2.00
2.00,1.83,-2.00
1.60,2.00,0.98
-0.26,2.00,2.00
-1.05,1.54,2.00
-1.94,0.53,2.00
-2.00,-0.22,1.79
-2.00,-0.00,1.33
-1.58,0.22,0.30
-0.12,0.06,-2.00
1.46,0.56,-2.00
1.75,1.50,-2.00
2.00,1.80,-2.00
2.00,1.90,-1.27
0.85,2.00,1.83
-0.50,2.00,2.00
-1.41,1.30,2.00
-2.00,0.12,2.00
-2.00,-0.23,1.65
-1.96,0.11,0.96
-1.01,0.23,-0.80
0.86,0.27,-2.00
1.57,1.25,-2.00
2.00,1.68,-2.00
2.00,1.77,-1.84
1.07,2.00,1.60
-0.46,2.00,2.00
-1.44,1.32,2.00
-2.00,0.08,2.00
-2.00,-0.18,1.56
-1.85,0.13,0.76
-0.55,0.15,-1.52
1.35,0.46,-2.00
1.75,1.49,-2.00
2.00,1.77,-2.00
2.00,1.90,-0.46
0.09,2.00,2.00
-0.92,1.64,2.00
-1.93,0.60,2.00
-2.00,-0.20,1.78
-2.00,0.07,1.11
-1.06,0.28,-0.65
0.91,0.27,-2.00
1.59,1.31,-2.00
2.00,1.70,-2.00
2.00,1.84,-1.30
0.54,2.00,2.00
-0.63,1.84,2.00
-1.75,0.95,2.00
-2.00,-0.10,2.00
-2.00,-0.00,1.36
-1.51,0.24,0.08
0.41,0.04,-2.00
1.52,0.98,-2.00
2.00,1.61,-2.00
2.00,1.78,-2.00
0.99,2.00,1.64
-0.49,2.00,2.00
-1.51,1.23,2.00
-2.00,0.01,2.00
-2.00,-0.09,1.56
-1.79,0.23,0.55
-0.22,0.00,-2.00
1.52,0.59,-2.00
1.86,1.54,-2.00
2.00,1.81,-2.00
2.00,1.97,-0.22
0.03,2.00,2.00
-0.86,1.67,2.00
-1.85,0.82,2.00
-2.00,-0.14,1.97
-2.00,-0.02,1.38
-1.65,0.23,0.34
-0.08,0.03,-2.00
1.54,0.60,-2.00
1.81,1.56,-2.00
2.00,1.80,-2.00
2.00,1.87,-0.67
0.32,2.00,2.00
-0.65,1.82,2.00
-1.65,1.05,2.00
-2.00,-0.03,2.00
-2.00,-0.15,1.54
-1.83,0.16,0.65
-0.51,0.17,-1.53
1.33,0.42,-2.00
1.68,1.48,-2.00
2.00,1.76,-2.00
2.00,1.84,-1.13
0.49,2.00,2.00
-0.67,1.83,2.00
-1.69,0.98,2.00
-2.00,-0.03,2.00
-2.00,-0.04,1.44
1.57,0.71,-2.00
2.00,1.56,-2.00
2.00,1.81,-2.00
1.69,2.00,0.75
-0.32,2.00,2.00
-1.22,1.45,2.00
-2.00,0.28,2.00
-2.00,-0.27,1.63
-1.94,0.10,0.95
-0.91,0.29,-0.85
0.99,0.32,-2.00
1.61,1.35,-2.00
2.00,1.71,-2.00
2.00,1.80,-1.62
0.82,2.00,1.82
-0.55,2.00,2.00
-1.54,1.18,2.00
-2.00,-0.02,2.00
-2.00,-0.13,1.59
-1.83,0.18,0.69
-0.47,0.16,-1.54
1.35,0.45,-2.00
1.74,1.47,-2.00
2.00,1.79,-2.00
2.00,1.89,-0.72
0.20,2.00,2.00
-0.75,1.75,2.00
-1.83,0.85,2.00
-2.00,-0.14,1.96
-2.00,-0.00,1.36
-1.57,0.25,0.21
0.15,0.04,-2.00
1.58,0.74,-2.00
2.00,1.53,-2.00
2.00,1.80,-2.00
1.82,2.00,0.52
-0.20,2.00,2.00
-1.08,1.55,2.00
-2.00,0.45,2.00
-2.00,-0.22,1.77
-2.00,0.08,1.16
-1.28,0.30,-0.34
0.59,0.10,-2.00
1.57,0.99,-2.00
2.00,1.63,-2.00
2.00,1.80,-2.00
1.46,2.00,1.16
-0.33,2.00,2.00
-1.25,1.42,2.00
-2.00,0.29,2.00
-2.00,-0.20,1.68
-2.00,0.10,0.97
-1.01,0.23,-0.76
0.87,0.22,-2.00
1.61,1.25,-2.00
